"id","nama_produk","brand_produk","harga_retail","link_gambar","harga_original","diskon"
682,"Adidas Samba OG Mineral Green (Women's)","Adidas",2500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMDMzMi9hZjZlNmQxNWU5NThhNWU0Mzk0NjNiOTY4YTVlMjBmYy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
683,"Nike Air Force 1 Low Retro Premium Ribbon Lace Pink Foam (Women's)","Nike",3000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1Njg0Ni9hMGIzYTQ3ZDliZGUwZjI1ODNkNjY0MzI0MDliYmQzNS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
684,"Nike Winflo 11 SE Cave Purple Metallic Silver (Women's)","Nike",1050000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1MDc4NC8wMjZjOWQ5MDk2Nzc3OGJjZjBiOWMxMGJlMTU0YTc5Yi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
685,"Air Jordan 1 Low SE Denim Worn Blue (Women's)","Air Jordan",1750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzOTk2MS80OGRmNzJkZGZjNmQ4ZTM4M2FkODc2YjE2MDA2YzUwMy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2145000.0,18.41
686,"Air Jordan Flight Court Black Rattan Coconut Milk (Women's)","Air Jordan",1400000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NTA0Ny9lNTVlMjY0YTcwOGZmMWI1NGRjMTgyZDQwMDQxYzFjNi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1732500.0,19.19
687,"Nike Revolution 7 Black White (Women's)","Nike",500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzg3OTE3LzExNzliODI2OWM3YjA1MDExOGVjNzdhMjc1YTFjODM0LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
688,"Adidas SL 72 Collegiate Green (Women's)","Adidas",890000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwMzIwNi84NDA5NWMzYTVjYTdmMDlkMjliM2Q5ZDMzYmRjYjBmNi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1650000.0,46.06
689,"Air Jordan 4 Retro Vivid Sulfur (Women's)","Air Jordan",1800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwMzQyNC8wMDVjMGY3ZTI0ZTViZDdiYjY5YmVlNTZkZjViYjk4Zi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",3465000.0,48.05
690,"Nike Shox Z White Light Magenta (Women's)","Nike",2450000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1MjI5Mi9hZDBjYjNkZDJhZDIxZWZmMGZjYzE4YTYzOWY3Mzk5YS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
691,"Air Jordan 1 High OG First in Flight (Women's)","Air Jordan",3030000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwNzk4OC9iZmE4YzdjNmMwOTdmYzUzZTQzMjhhNjA2OWQ4ZTc2OS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
692,"Adidas Handball Spezial Light Sky Blue Gum (Women's)","Adidas",1640000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzk3MjkzL2M0NGI2ZTk2NWZiYmYxYTIwMGE2NWVlYmU0ZTA5MmQzLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
693,"Adidas Samba OG Black Wonder Quartz Ribbon (Women's)","Adidas",2270000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMzgwMS9jMTI0ZTZlOGIyM2I1Mzk0MzFjMTViNmVlYWY3MGZmNi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
694,"Adidas Adizero Evo SL White Blue Fusion (Women's)","Adidas",2330000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMjcxOS85ZTI4NmM5YmMxN2RhYWQyNzU4Y2M5ZjViZjY0NTlmZi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2475000.0,5.86
695,"Air Jordan Pointe Black Sail (Women's)","Air Jordan",3000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1NjIzMC9mMjNiNWJjNzQ0YTlhMGMwNDc5YjAyMDU2MGJlMjk3NS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
696,"Air Jordan 1 Mid White Yellow (Women's)","Air Jordan",750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzMzMDAzL2VlZTFkNmZhNDg2Mzk3ZTQ3YmMyNjRjZWEwMWU3MjQ5LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1980000.0,62.12
697,"Puma Palermo Astro Escape Silver (Women's)","Puma",1510000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNDQxOS8xNzNhMGViZmQ5YmJiOTI4MWJkNDI2YTVhZTg0ZGVhOS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
698,"Adidas Taekwondo Mei Ballet Silver Metallic Gum (Women's)","Adidas",2050000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyNzg1MC8zOWJkYTYwMjY4ZGFkYTZjZDdjNjZmYTY3NTNlMjA3MC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
699,"Adidas Gazelle Bold Earth Strata (Women's)","Adidas",990000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMjM1Mi9iYzZhMTI1ZjU3Yjk3Zjc0MzQ5NzcxYjlmYjkzMWVjNi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
700,"New Balance 237v1 Night Air (Women's)","New Balance",1300000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM2MjQ0LzlmYjVlM2M5NGNkOTE0OGU0NzNkNTgyZDUwMWVlNGQxLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1402500.0,7.31
701,"New Balance 237 Blacktop Lilac Cloud (Women's)","New Balance",880000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzcwODcyL2JkNTdlMGI4NDdkZGE0MDAyNGRhYmE3ODcwM2NjNjJlLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
702,"Adidas Ozweego Vivd Pink Solar Green (Women's)","Adidas",590000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzYwNTY2L2M2Mjc5NTgzMDZjNzY3ZDBhOGRmY2I2MDZmNGFiYmMzLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
703,"New Balance ROAV City Grit Pack (Women's)","New Balance",650000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzI4MjUxL2U1NWNlOTYyOGEyYmMwNzNhMDEzNWJjYmQyNzI4MDg1LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1320000.0,50.76
704,"New Balance 680 V6 (Women's)","New Balance",1000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzU5MjEzLzVkMTMyMGUwZDJkZGJhOThhNDc1NjAxZjc4NDc1ZDY4LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
705,"Converse Chuck Taylor All Star Lift Hi Ritual Red (Women's)","Converse",850000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc2NTQ1L2UzNTM5MWZhNDk0MTU5MDVkZTliOGVlYTgwNjBlNTEzLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
706,"Puma Carina 3.0 White Mauve Mist (Women's)","Puma",950000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNjQ1NS82ZTQ1NWU3MjVkZmQyMTg4MzMyZjg5ODMxNDljYmQyOC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
707,"MLB Bigball Chunky A New York Yankees Black (Women's)","MLB",1300000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzk3MDMzL2M0NDYzMDk5YjRjZWY5YTc0ZmFmMzFmNzYxNzVkMTFkLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
708,"Adidas Adizero Evo SL White Pure Teal (Women's)","Adidas",2800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMjQ3Mi82NGJkNDQ0YmY5MWQzYmIwZGM2YjYzNjM1YzhlMzJlMi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
709,"ASICS Gel-Nimbus 9 Cream Mineral Beige (Women's)","ASICS",2300000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzY3MzI1Lzg3NzUwZDdkOGMwZTc1YzBiNzViZTAyOGIzZjlmMGE1LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",2640000.0,12.88
710,"ON Running Cloud 6 Black White (Women's)","ON Running",2550000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyMzUxMi84YWRhY2VlZDBlNTY3ODQ4Y2ZhMzI0YzM0MTQyY2I2MC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
711,"Nike Air Max 90 LV8 White Team Gold (Women's)","Nike",1100000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1MTM0MS9mZmYwM2ZhY2RiYzI0ZTA2N2Y2NzFmNDQ5MmQ4YjA4NC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
712,"Puma Speedcat Mid LaQuan Smith Red Black (Women's)","Puma",4140000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNDI2Mi9jNzdiMzcxYTRhNjA1YTcyZWJiZTczNjI3MTdhMDM3My5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
713,"Nike Initiator Particle Pink Silt Red White (Women's)","Nike",1370000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NDI3NC82ZDM4ZTFiMzE4ZDAzYmQwMTMyMjY3YWZmZmIyMTBiOS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
714,"Puma Teveris Nitro Thrifted Grey White (Women's)","Puma",2000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc4ODk3L2QzNzQxOWYxNmYwZDE0ODdmOGZkOTQ2MTlhNmY0MjQ5LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
715,"Adidas Superstar II Valentine's Day (2026) (Women's)","Adidas",4070000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1MjcxMC8wYzM5NTcxNjc0NmMzMWJkNGYxMWQ3N2JhZTk4ZWQyYi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
716,"Nike V2K Run Particle Beige (Women's)","Nike",1520000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyODczMS9jMzk0Y2RhNDU2NzBjZmQ4MDU1Y2JiOGQxZjU0ZGQwYi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
717,"Hoka One One Transport Eggnog (Women's)","HOKA",2550000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzk3NDQ0LzcxZDI3NzNkZTVmYmY0MmRkNTU4ZGMyZmFkZTliODA1LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
718,"On Running Cloudhorizon Alloy Frost (Women's)","ON Running",4770000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0Njg3NC80Yjc3OWM4MDRmYWY1MTk3MWVlYjAxMDJkMzAyY2NmMS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
719,"New Balance 574 Boulder Permafrost (Women's)","New Balance",690000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0MDE3MS9jNDhjY2E3OTg1NDk1MWU4NWQ0ZWY0YTQzZjQ4MWIwZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
720,"Nike Air Max 1 '87 Flax Sesame (Women's)","Nike",950000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMzY3MS82YjA1MzIyNjMzYzU0Yzg2YjA2NjkzYzc4YWU1NTYwOS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2475000.0,61.62
721,"Nike Air Max 95 OG Big Bubble Soft Pearl (Women's)","Nike",4000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyOTc1NC83MDgzNjU0NGM3NjIxZDNhYzNkZDBlOTU2OWJiMDg1ZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
722,"Adidas Ultra Boost 4.0 DNA Cloud White (Women's)","Adidas",2000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzYzMDQxLzdiYjIyNGM2MTIzMTNiYmI5ZDJmZmU2ZDNhNWMzMzM5LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2970000.0,32.66
723,"Nike Air Force 1 '07 SE White Sea Coral (Women's)","Nike",1150000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzU4MjI3L2MzM2UzOGFlYmEyN2U3Nzc1ZDE5ODY5NjRhMDMyMTdkLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1897500.0,39.39
724,"Nike Court Lite 4 White Hot Lava (Women's)","Nike",1149000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NjI4OC82ZTQyNTExMzA3MjZlZjYxMjVhOWE1MTcyMTAzMjAwZi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1402500.0,18.07
725,"Adidas Gazelle Indoor Aurora Ivy Shock Pink (Women's)","Adidas",1700000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1MjM3Ny8zMWVkZDk1MTU4ZTZjZjU4ODE2ODgwODExZjQ0ZDdlMy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1980000.0,14.14
726,"New Balance 327 Lace Pack Rose Sugar (Women's)","New Balance",1600000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNTAyMy84M2ZjYWY5ODZjNGQzMDc4OTc5ZDc3NDZiMjUwNzM3NS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1650000.0,3.03
727,"Nike Air Zoom Pegasus 41 Playful Pink Hyper Pink (Women's)","Nike",1950000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0Mzk0OS85M2Q2NGFjMDNhM2EzM2VkODJlMDQzN2IxZGJmNzQ1My5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2310000.0,15.58
728,"Air Jordan 1 Elevate High Black Atmosphere (Women's)","Air Jordan",1400000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzkyMjU3LzEwZGY4NjQ2OWRjMGZhNWMyMGI5YjQ3ZGE1MzAxMzk1LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
729,"ON Running Cloud 6 Push Horizon Honeydew (Women's)","ON Running",2000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMTU0NS8yZGM4ODcwZGUxN2NjNWViMjc5ZmNlZGYxNGFkMDVhNC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
730,"ASICS Gel-Cumulus 27 Atc Standard Track Club White Safety Yellow (Women's)","ASICS",1150000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNTg0MS9jMDkyMzU4YzM0MDNjMDM5N2FkMGQ1Mzc4MmI4YjdlYi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2310000.0,50.22
731,"On Running Cloudboom Strike White Black (Women's)","ON Running",5680000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMzQ1MC9lYTQ3ZTU5MTRlZDdjMmE4MDVjYzgwZGRkNzcxZmM4NC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
732,"Nike Astra Ultra Burgundy Crush Gum (Women's)","Nike",900000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNzM5NS82ZTNmNTQyZDMyYTI0ZGQwNzAwYzY3NjczNTEyNzBkYS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1897500.0,52.57
733,"Adidas Hamburg White Sky Rush Gum (Women's)","Adidas",1250000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNTA2OC8xZGFhNjYyMjhkMzUzMmYxMzMwODI3ODQzODQ2YTNlYS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
734,"Nike Air Force 1 Mid '07 Summit White Canvas (Women's)","Nike",750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzY0MzUyLzc2ZDBiZTA3ZWJjOTg5NmI2M2RiYTZmMWMxOTZkNGJmLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",2060000.0,63.59
735,"Adidas Gazelle Indoor Green Glow Pink (Women's)","Adidas",2500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NDM0NS85YzE2Njk4YjAxYjY4YjUzYmQ2OWU0ZGM2ZWYzYWVmMS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
736,"Nike Sabrina 2 Tunnel Vision (Women's)","Nike",4000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwNTM0MS83YzIyNGVhNGE4NTBjODllMjBjNmRmYWQ4NGI0OWViOC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
737,"Nike Dunk Low SE Just Do It Sail Team Red (Women's)","Nike",1990000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzU2NjE0LzgwYTYyOWQxMDIzMWRhYTMwYzQwNTUxY2Y1OTMxY2VmLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
738,"New Balance Tektrel Stoneware (Women's)","New Balance",800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExNTE1Ny9lZTI4N2M5YTk4ZjZlZjQ4ZTg1ZjcxOTI1MTVkYzMxZi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
739,"Air Jordan Pointe Metallic Silver Photon Dust Grey (Women's)","Air Jordan",3000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1NjA4MS9lYjMyYmJkNDgwNmNkNjg0YzU2ZTM0MGEwYjdhOTUxMi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
740,"Adidas Adizero Evo SL Semi Flash Aqua Lucid Lemon (Women's)","Adidas",3000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNjk0Ny9lM2IwN2M5NDgxMmNlZWYxYTgyOWRlMGY3YWI3MDcwNi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
741,"Nike Air Max 90 White Glacier Blue (Women's)","Nike",850000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMTIwNy80ODI1NjY4ZmMyYWUxN2Y4OTc3ZmU1MGM4YzI1OTFjMS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2145000.0,60.37
742,"ON Running Cloudmonster 2 Black Eclipse (Women’s)","ON Running",4680000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyMTA4NS85ZDY4NDM5YzRmY2FiM2EzZTY4YTcyOTgzNDkxYjQ0NS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
